Devices;Servers;Tech;ExeTime;DCovered;DServed;DServedEC;DServedCC;SUsed;SUsedEC;SUsedCC;TotalCost;CostNCoverage;CostNService;CostS;Avg.RTime;Temperature;Alpha;Heuristic
500;105;4;0.203506;92.2000;62.4000;67.3077;32.6923;91.4286;91.0000;100.0000;1381.074840;256.300000;1124.500000;0.274840;156.712632;100.000000;0.950000;Random
500;105;4;0.212556;92.2000;61.8000;68.9320;31.0680;88.5714;88.0000;100.0000;1403.970810;256.300000;1147.400000;0.270810;152.670735;100.000000;0.950000;Random
500;105;4;0.214335;92.2000;62.8000;69.4268;30.5732;91.4286;91.0000;100.0000;1371.474040;256.300000;1114.900000;0.274040;151.803908;100.000000;0.950000;Random
500;105;4;0.204949;92.2000;63.0000;68.2540;31.7460;88.5714;88.0000;100.0000;1364.771490;256.300000;1108.200000;0.271490;153.410395;100.000000;0.950000;Random
500;105;4;0.207591;92.2000;63.0000;68.2540;31.7460;90.4762;90.0000;100.0000;1363.573190;256.300000;1107.000000;0.273190;154.453832;100.000000;0.950000;Random
500;105;4;0.207271;92.2000;62.4000;69.2308;30.7692;90.4762;90.0000;100.0000;1384.473310;256.300000;1127.900000;0.273310;153.795571;100.000000;0.950000;Random
500;105;4;0.203230;92.2000;62.6000;70.6070;29.3930;88.5714;88.0000;100.0000;1372.971610;256.300000;1116.400000;0.271610;150.805001;100.000000;0.950000;Random
500;105;4;0.208408;92.2000;62.6000;69.3291;30.6709;93.3333;93.0000;100.0000;1371.375860;256.300000;1114.800000;0.275860;152.866005;100.000000;0.950000;Random
500;105;4;0.203657;92.2000;62.4000;67.9487;32.0513;91.4286;91.0000;100.0000;1375.674720;256.300000;1119.100000;0.274720;155.399870;100.000000;0.950000;Random
500;105;4;0.211317;92.2000;62.6000;70.2875;29.7125;91.4286;91.0000;100.0000;1376.574840;256.300000;1120.000000;0.274840;150.977960;100.000000;0.950000;Random
500;105;4;0.211533;92.2000;63.0000;70.1587;29.8413;93.3333;93.0000;100.0000;1363.776540;256.300000;1107.200000;0.276540;151.531128;100.000000;0.950000;Random
500;105;4;0.205998;92.2000;62.8000;68.7898;31.2102;91.4286;91.0000;100.0000;1370.874720;256.300000;1114.300000;0.274720;151.455138;100.000000;0.950000;Random
500;105;4;0.204535;92.2000;62.8000;68.7898;31.2102;95.2381;95.0000;100.0000;1372.278240;256.300000;1115.700000;0.278240;153.312083;100.000000;0.950000;Random
500;105;4;0.208499;92.2000;62.6000;68.6901;31.3099;91.4286;91.0000;100.0000;1377.374720;256.300000;1120.800000;0.274720;152.796013;100.000000;0.950000;Random
500;105;4;0.209848;92.2000;62.6000;68.6901;31.3099;90.4762;90.0000;100.0000;1376.373310;256.300000;1119.800000;0.273310;153.506812;100.000000;0.950000;Random
500;105;4;0.208008;92.2000;62.6000;69.9681;30.0319;90.4762;90.0000;100.0000;1364.573190;256.300000;1108.000000;0.273190;152.249261;100.000000;0.950000;Random
500;105;4;0.209275;92.2000;62.2000;68.8103;31.1897;89.5238;89.0000;100.0000;1395.372340;256.300000;1138.800000;0.272340;152.433118;100.000000;0.950000;Random
500;105;4;0.210729;92.2000;62.8000;69.4268;30.5732;90.4762;90.0000;100.0000;1371.473190;256.300000;1114.900000;0.273190;152.113163;100.000000;0.950000;Random
500;105;4;0.206715;92.2000;62.4000;69.2308;30.7692;91.4286;91.0000;100.0000;1377.474720;256.300000;1120.900000;0.274720;152.400233;100.000000;0.950000;Random
